customer_id,trans_date,tran_amount
CS2442,21-Jul-14,36
CS4773,02-Jun-11,82
CS4352,12-Sep-13,100
CS2261,21-Oct-13,84
CS1571,24-Apr-13,89
CS5687,18-Jul-13,78
CS1996,30-May-12,99
CS2764,05-Sep-14,43
CS5942,30-Sep-12,51
CS1629,12-Jun-13,59
CS5311,31-Dec-12,48
CS2302,09-Dec-11,68
CS5084,07-Apr-14,87
CS5516,26-Apr-14,49
CS2465,09-Sep-13,60
CS4772,16-Aug-11,89
CS1328,14-May-13,55
CS5088,11-Apr-13,59
CS5567,29-Nov-11,97
CS1629,20-Apr-12,39
CS4860,14-May-12,55
CS2026,04-Mar-13,94
CS2440,16-Oct-14,94
CS4491,13-Jan-15,77
CS1490,03-May-13,78
CS5426,16-Jun-14,87
CS4068,26-Sep-14,103
CS2598,10-Sep-13,93
CS3514,11-Mar-13,99
CS3510,08-Oct-13,87
CS4367,20-Feb-12,43
CS1505,08-Jun-12,104
CS2179,08-Sep-13,50
CS2720,23-Aug-11,48
CS6100,13-Sep-11,80
CS1358,10-Feb-13,46
CS1827,10-May-12,61
CS5573,14-Feb-12,91
CS3685,02-Aug-12,66
CS3056,27-Aug-12,71
CS6010,11-Jun-14,42
CS2479,28-Dec-14,103
CS2761,09-Dec-12,90
CS3726,06-Feb-13,53
CS6089,16-Mar-12,74
CS1187,27-Jun-14,63
CS4284,06-Dec-13,54
CS3525,18-Jan-15,91
CS3650,29-Dec-11,78
CS1709,13-Aug-14,88
CS2032,16-Aug-12,102
CS1918,12-Jun-12,57
CS1850,02-Jan-12,64
CS3795,18-Sep-12,98
CS3554,31-Mar-14,96
CS2757,15-Aug-13,37
CS1603,25-Aug-12,79
CS5901,04-Aug-12,47
CS3339,22-Nov-12,64
CS2004,03-Aug-11,70
CS3105,20-Oct-13,55
CS1299,10-May-13,97
CS6065,04-Jun-11,74
CS6063,30-Dec-14,96
CS5777,21-Feb-12,36
CS4375,03-Oct-11,60
CS4725,18-Jun-14,102
CS3928,05-Apr-13,81
CS2569,13-Dec-14,71
CS3440,20-Feb-15,71
CS4194,15-May-12,60
CS5254,23-Jun-12,56
CS1456,10-May-13,102
CS3730,22-Oct-12,84
CS1451,16-Jul-14,73
CS3059,01-Feb-13,104
CS4864,26-May-13,61
CS2236,28-Sep-11,91
CS5476,14-Jan-15,68
CS3789,11-Jul-11,83
CS5772,01-Nov-11,91
CS4329,06-Jan-12,89
CS1612,06-Aug-14,77
CS5455,14-Mar-14,58
CS4295,03-Apr-12,39
CS3917,22-May-14,37
CS4330,06-Aug-13,46
CS5914,03-Apr-12,36
CS4356,24-May-11,86
CS5511,22-Nov-11,36
CS4503,22-Jun-12,49
CS3847,20-Dec-13,52
CS4761,29-Jul-11,96
CS1737,07-Nov-11,42
CS4869,19-Nov-14,55
CS2016,31-Aug-11,78
CS3966,14-Feb-14,94
CS2883,17-Jul-13,99
CS1758,22-Aug-14,43
CS2517,23-Oct-14,54
CS5967,02-Mar-14,41
CS6095,12-Jul-11,56
CS4148,26-Feb-12,76
CS3515,04-Oct-11,54
CS5707,21-Dec-13,44
CS3860,09-Nov-12,82
CS4643,30-May-13,64
CS5890,29-Jul-14,69
CS5461,15-Feb-14,96
CS2074,15-Mar-15,84
CS5347,10-Jan-14,54
CS2900,11-Jan-13,100
CS1923,29-Dec-11,79
CS3537,21-Aug-11,47
CS1439,05-Jul-13,85
CS1894,20-May-11,63
CS1668,02-Nov-12,59
CS1800,06-Dec-13,76
CS3857,17-Nov-13,58
CS4866,09-Aug-12,70
CS5132,08-Nov-12,99
CS1570,04-Sep-13,46
CS2529,09-Nov-14,66
CS3442,28-Jun-13,78
CS5429,10-Jan-15,39
CS5907,29-Oct-12,41
CS4386,09-Oct-13,54
CS1166,02-May-14,35
CS3288,03-Mar-12,86
CS5471,28-Sep-14,63
CS3343,09-Apr-12,104
CS5851,05-Apr-13,49
CS1622,12-Jun-12,39
CS5918,19-Feb-13,95
CS4144,25-Apr-13,75
CS1938,06-Apr-14,77
CS5958,20-Dec-11,60
CS5147,16-Jul-13,65
CS5434,20-Mar-12,55
CS1224,12-Sep-11,90
CS3170,14-Oct-13,68
CS4356,18-Apr-12,43
CS2326,13-Nov-12,82
CS4848,10-Aug-13,87
CS4326,07-May-13,77
CS3881,19-Dec-14,71
CS5109,28-Mar-13,80
CS3895,21-Sep-11,44
CS1489,17-Jul-14,59
CS1877,24-Jul-13,76
CS2486,25-Dec-11,44
CS2881,21-Apr-14,103
CS1144,05-Jun-11,67
CS5259,03-Mar-13,83
CS2739,12-Oct-14,50
CS2161,03-Nov-11,35
CS3444,14-Sep-13,85
CS6028,17-Oct-12,36
CS1148,26-Jan-12,99
CS5093,17-Aug-11,86
CS1895,13-Jan-14,72
CS2383,31-Jul-11,79
CS3694,10-Jul-11,44
CS4475,27-Nov-12,35
CS5579,20-Mar-13,77
CS1289,08-Mar-14,59
CS2308,25-Dec-14,44
CS5605,06-Mar-15,49
CS4309,12-Mar-14,42
CS2286,09-Nov-13,76
CS3884,03-Aug-14,99
CS4615,15-Apr-14,39
CS1299,19-Mar-12,71
CS4076,25-Jan-15,56
CS1846,02-Jan-13,52
CS1508,23-Dec-13,92
CS4380,24-Jun-11,86
CS5034,16-Sep-12,74
CS5890,13-Aug-13,73
CS2775,18-Dec-14,39
CS5335,29-Sep-14,76
CS5332,26-Jan-14,77
CS1382,02-Oct-12,95
CS1132,24-Jun-14,72
CS5594,20-Feb-15,54
CS3038,08-Jan-13,69
CS2940,26-Mar-12,40
CS5433,05-Feb-12,44
CS4756,13-Oct-11,105
CS2930,16-Feb-12,37
CS1312,22-Dec-14,85
CS5437,26-Oct-14,93
CS4075,19-Jun-14,98
CS5508,28-Jul-13,98
CS3854,19-Mar-13,95
CS3127,21-Sep-11,64
CS4214,22-Jan-14,89
CS3881,10-Jun-13,36
CS5730,16-Nov-13,102
CS4879,30-Apr-13,92
CS2790,18-May-11,94
CS1209,25-Oct-13,90
CS2959,15-Feb-14,59
CS3860,06-May-14,78
CS1596,08-Aug-11,56
CS3008,07-Jan-14,75
CS2312,06-Jun-14,41
CS5283,30-Sep-14,99
CS1529,16-May-14,82
CS3267,08-Jan-14,63
CS4385,06-May-12,105
CS3190,25-May-14,38
CS3209,15-Jan-15,69
CS5812,27-Jun-13,90
CS1569,06-Jan-13,68
CS2605,07-Jan-13,48
CS3781,17-Sep-11,70
CS2804,01-Sep-13,58
CS4364,07-Oct-14,63
CS4011,30-Dec-12,77
CS1870,22-Sep-11,38
CS3201,15-Jan-12,64
CS5440,12-Apr-13,44
CS5976,24-Nov-11,75
CS1280,13-Nov-12,63
CS4490,25-Jun-14,57
CS2503,09-Sep-14,59
CS5399,01-Sep-13,104
CS2086,23-May-13,36
CS1221,31-Mar-14,62
CS2227,03-Feb-12,76
CS4439,02-Feb-12,37
CS1232,17-May-12,92
CS2550,06-Mar-15,53
CS3265,27-Oct-11,92
CS4245,11-Oct-14,44
CS5364,21-Jul-13,40
CS1267,21-Jul-12,58
CS3513,31-Jan-14,76
CS4407,04-Aug-11,80
CS4081,21-Dec-11,55
CS4691,14-Sep-13,40
CS1966,24-Oct-14,105
CS3713,23-Feb-14,98
CS4248,04-Feb-13,67
CS2146,02-Apr-14,36
CS2241,08-Oct-12,66
CS4931,28-Feb-15,88
CS2301,16-Oct-12,56
CS2509,20-Jul-12,78
CS5019,10-Jun-12,98
CS4438,09-Nov-11,38
CS2744,31-Mar-14,49
CS4167,19-Mar-12,54
CS4391,07-Jun-11,88
CS4106,04-May-13,97
CS4937,04-Jul-11,43
CS5375,18-May-12,39
CS2653,14-Dec-14,68
CS5701,17-Jun-11,82
CS5938,08-Dec-11,45
CS1679,29-Nov-12,52
CS5200,29-Apr-13,53
CS5501,11-Jun-12,39
CS2369,19-Aug-13,92
CS1123,27-May-13,90
CS4748,08-Feb-13,71
CS3211,23-Dec-14,37
CS2150,10-Jun-11,93
CS2956,10-Mar-15,48
CS1846,15-Aug-14,66
CS4163,29-Feb-12,105
CS2867,31-May-11,79
CS5251,05-May-12,88
CS3397,15-Sep-13,40
CS5394,30-Oct-13,44
CS3063,08-May-12,53
CS5580,02-Jan-14,43
CS2120,29-Sep-14,79
CS2679,14-Feb-12,55
CS5644,10-May-13,61
CS6098,06-Mar-13,98
CS5304,07-Dec-11,56
CS1142,02-Apr-12,104
CS2175,04-Dec-11,101
CS1757,03-Jul-12,94
CS2664,13-Dec-13,74
CS3629,26-Jan-14,92
CS4715,23-Feb-13,86
CS4931,25-Oct-11,64
CS3547,03-Sep-13,89
CS3988,30-Oct-14,89
CS4879,06-Jan-12,88
CS3217,31-Dec-11,67
CS4157,30-Jul-11,90
CS5199,30-Jan-13,80
CS4327,24-Sep-13,82
CS3062,15-Apr-14,103
CS3942,10-Mar-15,38
CS2522,30-Aug-11,60
CS4917,29-Oct-11,80
CS3037,24-Jan-15,61
CS2098,25-Aug-13,42
CS5728,16-Dec-13,49
CS2885,13-Aug-12,47
CS1356,05-Jun-13,38
CS4002,18-Nov-14,35
CS5822,11-May-14,91
CS1558,29-May-13,98
CS1449,21-Jul-13,78
CS1322,10-Sep-12,87
CS4847,05-Mar-15,56
CS3107,13-Feb-13,82
CS3356,14-Sep-11,99
CS4994,06-Oct-13,51
CS2067,21-Jan-12,36
CS3807,02-Jan-13,103
CS3682,12-Nov-12,66
CS1809,25-Dec-13,48
CS5859,27-May-12,68
CS2789,04-Sep-14,94
CS5024,15-Sep-13,73
CS5776,10-Apr-14,55
CS4011,28-May-12,56
CS3527,24-May-13,100
CS4529,06-Apr-12,40
CS2089,16-Jan-15,40
CS2862,26-Jun-12,35
CS3688,10-Dec-13,69
CS5442,15-Jan-12,75
CS2127,19-Mar-13,76
CS1825,04-Mar-14,67
CS5675,08-Nov-12,55
CS3967,10-Aug-14,57
CS2613,18-Feb-15,42
CS4183,20-Jul-14,85
CS4525,04-Jan-13,69
CS1992,30-Jun-13,54
CS2385,03-Jul-12,93
CS4473,11-Sep-13,53
CS1265,07-Mar-13,84
CS2567,16-Jun-12,41
CS2305,25-Aug-14,100
CS4498,20-Nov-12,57
CS4959,27-Apr-14,74
CS3583,04-Jul-14,50
CS5319,06-Apr-12,53
CS1807,23-Oct-14,39
CS1563,29-Mar-12,59
CS3948,26-Sep-14,88
CS2290,13-Mar-15,83
CS4032,11-Feb-12,99
CS5434,01-Aug-13,101
CS1213,24-Dec-13,65
CS2884,15-Dec-13,39
CS5268,23-Oct-13,99
CS4474,23-Jan-14,71
CS5492,09-Jan-12,80
CS3508,19-Mar-13,59
CS5655,12-Jun-14,84
CS1764,11-Oct-13,101
CS2128,19-May-11,68
CS5056,11-Jul-11,100
CS4100,07-Dec-12,55
CS2631,05-Sep-12,92
CS3570,16-Oct-14,37
CS4175,04-Jun-11,47
CS3513,02-Jun-12,52
CS3782,04-Mar-14,64
CS1502,19-Sep-14,101
CS5525,29-May-11,102
CS1179,01-Oct-14,105
CS5526,17-Dec-14,72
CS1809,06-May-13,105
CS5791,01-Jan-14,78
CS3431,22-Nov-12,66
CS2953,17-Feb-13,73
CS5672,20-Feb-12,44
CS1689,02-Dec-13,48
CS4002,14-Nov-14,36
CS5723,07-Feb-13,60
CS5648,25-Jul-12,75
CS1847,21-Jan-15,89
CS2982,30-Aug-14,92
CS2243,04-Jul-14,54
CS6098,18-May-13,53
CS2625,06-Jan-13,66
CS3941,17-Feb-13,86
CS2451,07-Nov-13,101
CS5694,07-Oct-12,77
CS4646,22-May-12,49
CS4161,19-Nov-12,100
CS3780,17-Nov-14,35
CS5662,28-Jun-11,77
CS4989,27-Nov-13,38
CS4100,07-Oct-12,64
CS4776,08-Feb-13,102
CS2789,25-Nov-12,52
CS2861,08-Jun-11,37
CS1399,15-Jan-15,64
CS5069,06-Jul-14,63
CS4525,26-Jul-13,41
CS4037,08-Aug-12,77
CS5132,15-Dec-12,92
CS1955,03-Feb-15,57
CS2052,14-May-12,66
CS2005,09-Sep-13,96
CS4194,04-Jul-13,98
CS3328,07-Mar-12,80
CS5495,18-Sep-13,54
CS2765,26-May-14,42
CS5701,11-Mar-13,74
CS3349,19-Jun-12,90
CS5609,22-Feb-13,98
CS2273,12-Nov-12,102
CS4708,20-Oct-13,78
CS3240,20-Oct-12,38
CS3850,14-Jan-15,89
CS5315,29-Jun-12,40
CS1911,15-Sep-14,82
CS2109,01-Jan-15,39
CS1777,26-Mar-14,73
CS5477,04-Mar-15,42
CS1225,18-Apr-14,65
CS2135,15-Jul-13,78
CS1399,27-Dec-13,81
CS3791,28-Apr-14,68
CS3603,14-Jan-13,62
CS3915,14-Sep-11,55
CS3103,25-Aug-12,91
CS1344,21-Sep-13,68
CS1739,02-Aug-12,95
CS1157,06-Aug-12,60
CS4446,10-Dec-11,69
CS3611,27-Oct-13,103
CS4926,01-Jul-12,75
CS2512,14-Dec-14,86
CS4312,18-Jul-12,36
CS3549,23-Nov-11,81
CS3197,02-Jul-11,59
CS4026,21-Oct-13,79
CS5295,02-May-12,40
CS2767,15-Mar-15,41
CS5509,12-Mar-14,65
CS5325,11-Dec-14,83
CS2883,12-Oct-13,71
CS2496,06-Jan-14,76
CS5111,27-Oct-11,93
CS4649,02-Mar-12,81
CS3586,01-Oct-12,77
CS5411,05-Jan-12,47
CS3466,22-Sep-14,101
CS4677,16-Oct-13,61
CS4282,06-May-14,73
CS2895,11-Dec-13,44
CS5618,29-Oct-14,48
CS1788,03-Nov-11,35
CS5909,28-Aug-13,70
CS1780,28-Jan-13,68
CS1823,16-Oct-12,77
CS2370,19-Apr-12,70
CS1132,25-Jan-12,71
CS2473,30-Jan-15,45
CS6030,04-Dec-13,82
CS1772,19-Jan-12,45
CS1616,11-May-12,80
CS3945,20-Feb-14,45
CS5607,20-Aug-11,49
CS4835,19-Aug-13,101
CS5046,28-Jan-12,43
CS1302,10-May-14,53
CS6027,13-Jan-15,48
CS3298,29-Dec-12,91
CS2143,14-Feb-15,98
CS6048,09-Aug-12,65
CS5509,25-Oct-14,105
CS2846,26-Apr-13,69
CS3034,22-Aug-13,38
CS1768,17-Aug-13,69
CS4077,25-Mar-12,47
CS4593,22-Jul-12,97
CS2892,04-Dec-12,93
CS5954,25-Oct-11,40
CS5332,26-Jun-14,58
CS1124,07-Jun-12,84
CS3934,14-May-13,85
CS2022,29-Oct-12,91
CS1179,30-Dec-12,80
CS1758,20-Jan-14,95
CS2820,06-Jul-13,68
CS3238,20-Aug-11,83
CS4848,20-Mar-14,87
CS2095,22-Jun-12,51
CS5950,24-Apr-14,76
CS1916,15-Nov-11,105
CS3937,13-Sep-11,84
CS1760,22-Dec-13,96
CS1588,13-Jan-12,62
CS6053,09-Jul-11,78
CS2168,19-Nov-13,93
CS5962,05-Oct-14,66
CS1179,09-Aug-12,99
CS2925,29-Feb-12,43
CS3132,29-Jun-12,64
CS6055,07-Jun-12,78
CS5453,07-Jul-13,46
CS1898,30-Aug-14,90
CS3957,07-Jun-13,74
CS1392,19-Nov-14,65
CS1862,07-Jan-13,99
CS5625,22-Apr-14,87
CS5459,09-Sep-12,97
CS2532,21-Jul-14,95
CS5788,15-Aug-11,85
CS1636,30-Oct-13,86
CS5698,16-Sep-12,91
CS5205,17-Jun-12,69
CS2069,03-Oct-13,38
CS2583,17-Nov-14,103
CS5699,31-May-14,47
CS3743,25-Jan-12,63
CS5025,18-Jan-14,103
CS4566,26-Nov-12,37
CS4688,15-Dec-14,80
CS1996,15-Jul-14,49
CS3939,13-Aug-12,82
CS1685,01-Oct-12,79
CS1500,05-Jan-13,57
CS5093,02-Feb-13,89
CS2068,24-Sep-14,61
CS4582,04-Jun-14,80
CS3402,27-Jan-12,39
CS5476,23-Nov-14,105
CS6065,22-Apr-12,64
CS3799,18-Jan-13,81
CS5253,09-Nov-11,98
CS5645,10-Jan-12,81
CS3557,11-Jul-13,67
CS3742,17-Dec-11,79
CS4738,11-Jan-15,64
CS2433,10-May-14,74
CS3754,13-Mar-13,54
CS2984,09-Aug-14,104
CS5757,27-Mar-12,96
CS2719,26-Jul-12,54
CS2954,20-Jan-13,97
CS4862,28-May-13,63
CS4732,24-Mar-14,73
CS1383,23-Sep-13,98
CS3801,10-May-13,62
CS5630,06-Jun-11,56
CS3675,13-Oct-11,51
CS4320,06-Aug-13,77
CS3484,03-Aug-13,66
CS3805,13-Nov-13,63
CS6085,12-Sep-14,91
CS5174,31-Jul-12,85
CS1542,03-Jan-12,82
CS3812,20-Nov-12,73
CS4528,17-Apr-12,63
CS1658,09-Jun-14,74
CS1690,21-May-13,92
CS2181,11-Dec-14,84
CS5479,26-Jun-11,62
CS2693,07-Feb-14,72
CS5580,24-Aug-14,39
CS5269,17-Dec-12,67
CS2744,25-Sep-12,35
CS2961,11-Apr-13,38
CS1667,08-Dec-13,62
CS2937,16-Apr-13,74
CS1169,20-Jun-14,61
CS2598,20-Feb-12,59
CS6095,29-Dec-13,50
CS5646,10-Sep-11,40
CS4159,06-Aug-12,103
CS2696,10-Jul-12,50
CS1403,26-Jun-13,63
CS4589,15-Mar-14,62
CS4714,12-May-13,68
CS5536,28-Oct-13,94
CS1868,01-Oct-12,52
CS2458,08-Sep-12,44
CS1313,14-Feb-12,80
CS5581,07-Dec-12,56
CS2691,17-Nov-11,73
CS5022,20-Oct-14,95
CS5920,17-May-12,62
CS1227,04-Feb-13,41
CS4133,18-Aug-13,92
CS3892,28-Jun-14,101
CS5103,20-Nov-11,49
CS3255,26-Nov-14,49
CS2537,28-Jul-11,37
CS5072,07-Dec-11,88
CS2804,02-Sep-13,53
CS5301,26-Feb-15,55
CS1541,03-Oct-13,72
CS3240,26-Jun-14,94
CS1327,23-Jan-15,69
CS1584,01-Nov-13,83
CS5500,25-Oct-13,47
CS4723,01-Nov-14,74
CS1596,26-Apr-14,59
CS3165,12-May-14,73
CS1794,22-Nov-14,61
CS3454,04-Mar-12,74
CS1383,01-Mar-14,100
CS3044,01-Jul-14,64
CS4572,17-Sep-12,82
CS3929,01-May-14,98
CS2447,09-Mar-14,60
CS1949,15-Aug-11,77
CS2746,04-Mar-12,44
CS3230,01-May-14,40
CS3299,11-Sep-14,88
CS4867,31-Aug-11,50
CS2295,15-May-12,79
CS5714,14-Oct-11,49
CS5833,12-Oct-11,88
CS3157,22-Apr-14,94
CS3051,23-Nov-14,46
CS4535,25-Jan-12,86
CS4264,17-Nov-12,88
CS5476,13-Apr-12,57
CS3851,28-Aug-13,90
CS4019,08-Jul-11,79
CS4347,20-May-11,71
CS4483,12-Jun-14,97
CS1290,01-Jan-12,84
CS4682,15-Nov-14,38
CS2338,02-May-14,86
CS3276,12-Jun-11,103
CS5498,09-Apr-13,104
CS1739,12-Mar-14,74
CS2615,24-Sep-14,52
CS5470,30-Jul-13,84
CS3923,24-May-14,94
CS1398,07-Jul-13,36
CS2712,22-Apr-13,68
CS2842,31-Jan-15,63
CS5787,02-Jan-13,101
CS6017,06-Mar-13,83
CS5597,11-Jan-13,71
CS5216,06-Jun-14,36
CS3794,21-Jul-11,73
CS3490,01-Oct-13,86
CS3987,02-Jan-15,62
CS4828,31-Jul-14,83
CS4133,02-May-13,43
CS2364,15-Jan-15,61
CS3122,13-Feb-15,38
CS5676,29-Oct-11,51
CS1384,27-Nov-11,62
CS4090,10-Sep-13,56
CS3977,08-Dec-14,36
CS2930,28-Oct-13,102
CS2617,28-Mar-12,97
CS2457,11-May-14,57
CS1255,01-Apr-13,43
CS4960,28-Jun-11,50
CS5901,26-Apr-13,91
CS3302,23-Feb-14,84
CS1781,26-Aug-13,57
CS2457,04-Feb-12,53
CS5340,01-Aug-12,94
CS2990,30-Jan-14,72
CS3388,30-Apr-13,103
CS4428,24-May-12,98
CS5489,05-Feb-15,40
CS5505,27-Aug-13,91
CS2367,09-Jun-12,65
CS3146,03-Oct-11,97
CS2386,26-Nov-14,72
CS1375,24-Nov-13,41
CS2792,31-Dec-14,57
CS5606,23-Jun-11,97
CS2840,26-Jan-12,47
CS2663,28-Aug-14,100
CS3082,20-Sep-14,53
CS4844,14-Jun-13,35
CS3665,16-Oct-12,64
CS4761,01-Dec-12,57
CS2465,31-Mar-14,46
CS3620,29-May-12,95
CS2130,16-Jul-11,80
CS1630,09-Dec-11,65
CS2147,18-Mar-12,91
CS3064,15-Jun-11,84
CS6024,06-Nov-13,75
CS2154,27-Dec-11,104
CS3195,03-Oct-12,94
CS1275,19-Jun-12,104
CS1897,16-Jul-13,99
CS1462,19-Jan-12,78
CS5196,12-Feb-15,51
CS3100,22-Oct-14,91
CS5783,26-Jan-12,50
CS3071,30-May-11,89
CS4560,05-May-12,40
CS2364,16-Nov-12,99
CS6064,25-Dec-13,42
CS3123,05-Jan-12,49
CS2500,29-Nov-12,86
CS1571,10-Nov-12,91
CS1510,14-Jan-14,65
CS1559,22-Oct-14,103
CS2561,27-Jan-15,40
CS1585,30-Oct-13,79
CS4671,14-Jul-13,66
CS4644,05-Oct-11,100
CS3712,14-Feb-13,77
CS5175,08-Dec-13,42
CS2502,06-Sep-14,74
CS5949,31-Aug-12,80
CS5607,25-Sep-11,50
CS4281,12-Sep-13,61
CS5975,18-Jan-14,69
CS2171,22-Jul-13,44
CS4765,06-Dec-13,87
CS4740,14-Aug-14,51
CS4176,28-Jun-11,64
CS5349,08-Jul-11,97
CS4624,30-Oct-12,45
CS6084,31-Jan-14,77
CS4893,20-Jul-14,59
CS3154,14-Sep-13,78
CS2129,14-Aug-13,38
CS1572,29-Dec-12,66
CS3896,02-Sep-13,97
CS1793,01-Feb-13,54
CS3872,14-Feb-12,59
CS3156,25-Oct-12,46
CS5251,14-Mar-14,53
CS1588,06-Jun-13,82
CS5227,31-Dec-12,83
CS4659,22-Oct-13,85
CS5712,11-Oct-12,104
CS5234,14-Oct-14,57
CS5989,12-Aug-14,97
CS5399,13-Jun-13,95
CS5237,13-Dec-12,52
CS5365,12-Jan-15,52
CS2823,31-Aug-12,93
CS4780,27-May-14,91
CS2973,15-Jan-12,55
CS4711,06-Jul-14,51
CS4669,11-Aug-14,68
CS4746,16-Nov-12,38
CS1441,06-Jun-14,100
CS2313,20-Jun-12,49
CS1295,23-Mar-13,70
CS5036,10-Jun-11,83
CS5629,10-Jan-12,63
CS5815,27-Feb-13,37
CS4150,26-Nov-11,65
CS1694,23-Jan-12,74
CS1389,06-Jul-14,58
CS5264,22-Mar-12,97
CS1940,25-Jul-12,80
CS1649,08-Oct-11,45
CS3910,16-Jul-11,41
CS3471,23-May-12,46
CS2313,24-Aug-11,101
CS5341,09-Aug-13,93
CS3364,13-Oct-11,85
CS2931,14-May-12,93
CS4745,12-Dec-13,36
CS4161,15-Oct-14,49
CS3398,16-Dec-14,74
CS2641,17-Jul-13,98
CS5179,18-Dec-11,64
CS2312,27-Nov-14,88
CS3648,11-Aug-12,37
CS4600,22-May-12,103
CS1662,05-Mar-14,44
CS5404,16-Jan-13,41
CS5563,11-Jun-13,53
CS4872,31-Mar-13,104
CS4118,12-Dec-12,86
CS2851,27-Oct-11,77
CS2640,18-Jun-12,89
CS5465,20-Jan-15,84
CS2599,12-May-12,71
CS4362,20-Mar-13,51
CS1237,23-Nov-11,103
CS4051,08-May-14,94
CS3406,06-Jan-15,55
CS4022,11-Jul-13,102
CS4962,28-Oct-11,68
CS4174,05-Feb-13,99
CS3044,27-Jul-12,46
CS2875,15-Aug-12,76
CS4104,16-Dec-14,101
CS3397,18-Mar-14,98
CS4735,17-Aug-11,90
CS3891,19-Jun-11,103
CS2176,02-Mar-14,42
CS2251,29-Nov-11,67
CS4515,13-Oct-11,84
CS1505,01-Oct-11,61
CS2653,24-May-11,102
CS1999,06-Oct-11,55
CS3985,04-Feb-12,79
CS3373,25-Feb-15,46
CS2176,13-Aug-13,75
CS2506,03-Oct-12,49
CS2873,20-Jul-11,92
CS4299,05-Aug-14,51
CS4524,28-Feb-13,105
CS5516,31-Jan-12,38
CS3808,02-Aug-12,88
CS5345,05-Jan-15,91
CS1195,20-Jul-14,86
CS1726,06-Nov-14,35
CS2222,29-Dec-11,45
CS5110,30-Oct-13,42
CS3427,02-Mar-15,44
CS2416,11-Mar-15,54
CS3513,04-Mar-13,88
CS3662,29-May-11,80
CS1930,05-Apr-12,56
CS2510,02-Aug-14,87
CS2249,20-Jan-12,80
CS1387,31-Aug-14,54
CS3764,07-May-12,88
CS5225,24-Aug-11,50
CS6006,20-Dec-11,74
CS4192,05-Nov-14,58
CS1259,23-Feb-14,103
CS2469,11-Sep-11,75
CS4041,14-Mar-13,35
CS3195,03-May-13,65
CS5153,18-Oct-12,59
CS1980,13-Feb-12,70
CS4107,27-Nov-12,43
CS4220,24-Sep-11,95
CS3054,10-Oct-12,105
CS1285,10-May-12,82
CS3114,09-Aug-13,82
CS5707,01-Jun-11,84
CS5830,15-Feb-12,101
CS4302,16-Jun-14,75
CS4986,28-Jun-12,50
CS1214,09-Mar-15,58
CS1626,25-Apr-12,74
CS3888,23-Jun-14,101
CS4830,29-Apr-14,61
CS3474,24-Oct-14,67
CS4946,11-Dec-14,89
CS1488,11-Dec-11,51
CS5769,03-Apr-12,82
CS2602,29-May-11,84
CS3571,13-Nov-14,46
CS2104,27-Jan-15,71
CS3529,27-Oct-11,101
CS2121,08-Jan-12,42
CS5543,19-Aug-12,60
CS2746,16-Jul-14,57
CS5794,10-Feb-15,93
CS4939,13-Jan-14,70
CS4652,01-Jul-12,68
CS4191,10-May-13,35
CS5854,03-Aug-12,38
CS5147,10-Aug-11,105
CS1448,31-Oct-11,45
CS3633,13-Dec-14,41
CS2971,23-Feb-13,98
CS1814,05-Apr-14,83
CS4998,16-Feb-15,77
CS5372,22-Sep-12,52
CS5028,06-Jun-11,71
CS4986,11-Dec-13,36
CS2493,22-Oct-13,72
CS4044,27-Oct-14,46
CS2269,27-Dec-14,64
CS3097,25-Dec-13,39
CS2190,03-Dec-12,63
CS5316,04-Mar-12,72
CS4719,14-Jul-14,103
CS3689,12-Nov-11,102
CS5856,01-Oct-13,95
CS1609,09-Nov-13,48
CS4471,26-Jul-14,61
CS5705,10-Mar-13,97
CS2579,21-Apr-12,102
CS2132,10-May-14,54
CS4190,04-Aug-12,56
CS5324,09-Mar-13,35
CS2568,21-Apr-13,96
CS5294,31-Mar-13,101
CS5586,14-Jun-11,99
CS1646,13-Jul-11,91
CS5382,19-Apr-13,98
CS1180,26-Mar-14,66
CS5112,25-May-14,88
CS1205,16-Jun-13,68
CS3559,24-Feb-15,86
CS1579,07-Jun-11,84
CS2471,30-May-13,81
CS4443,12-Sep-12,74
CS3453,03-Oct-14,61
CS3901,15-Jun-13,51
CS3626,10-Oct-13,105
CS4253,10-Aug-14,39
CS3581,07-Mar-12,73
CS4823,18-Jul-14,99
CS2853,13-Jul-13,103
CS1391,02-Aug-12,40
CS5812,08-Sep-13,47
CS3550,09-Apr-12,79
CS2016,28-Nov-12,86
CS3834,04-Dec-12,103
CS2368,03-Jun-12,83
CS2665,21-Feb-15,43
CS1345,16-Mar-14,37
CS5226,08-May-12,59
CS5098,28-Apr-14,102
CS5968,07-Aug-14,58
CS2294,05-Jan-12,100
CS4770,18-Apr-13,43
CS1484,07-Dec-14,84
CS4833,25-May-14,46
CS2951,11-Apr-13,63
CS4878,29-Dec-14,78
CS3026,12-Apr-13,41
CS4599,03-Oct-14,83
CS5991,17-Dec-13,78
CS4134,07-May-13,53
CS4602,30-Apr-14,70
CS3257,27-Nov-12,50
CS2372,26-Jul-11,45
CS5458,18-Apr-13,95
CS1153,12-Nov-12,66
CS1601,02-Aug-12,90
CS4445,04-Mar-12,45
CS3426,23-Oct-13,45
CS2265,30-Dec-12,35
CS4408,05-Jun-14,44
CS2537,18-Jan-12,39
CS2578,05-May-14,67
CS5953,21-Jul-13,38
CS4469,27-Sep-14,83
